,results,m_ppt,m_tmean,med_high,medyr_built,pag,pcountyrd,pdev_low,ppt,pres,pgreen,pservice,psoilA,psoilC,pstaterd,tmean
0,1.8573928109209012,1.93560987295437,1.1652870057061013,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,-2.0,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.1417771403235386
1,2.53149169022153,1.9616149242766407,1.2978193956884083,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,0.9941253142464328,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.3263611246608347
2,2.3010517098452263,1.9616149242766407,1.2978193956884083,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,-2.0,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.269220850453082
3,0.6998377258672457,1.9390988849538946,1.340287377841522,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,0.9284619293346753,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.4265808069999473
4,2.5185271001173364,1.9390988849538946,1.340287377841522,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,-2.0,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.4291111113437225
5,2.161397952545797,1.935021119120836,1.323793137194747,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,-2.0,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.410045215141113
6,2.5797950252685893,1.9370535977110117,1.2262199290461293,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,-0.1171151738650507,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.2893264113006644
7,3.146131137770601,1.9370535977110117,1.2262199290461293,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,1.2246872594924523,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.2737289165557826
8,2.778158488564691,1.9370535977110117,1.2262199290461293,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,-0.1171151738650507,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.2893264113006644
9,3.079184865153228,1.9370535977110117,1.2262199290461293,0.6989700043360189,3.295567099962479,-0.4473807307927734,-1.9919445328630596,-0.7520267336381934,1.2246872594924523,-0.5059841742317936,-1.1133065739014394,-1.4613801636749597,-0.6289721245432014,-1.1234282830180322,-1.997246557363643,1.2737289165557826
